date,open,close
2015-9-21,65.37999725,63.90000153
2015-9-22,62.93999863,61.90000153
2015-9-23,61.95999908,60
2015-9-24,59.41999817,59.91999817
2015-9-25,60.63000107,59.24000168
2015-9-28,58.81000137,57.38999939
2015-9-29,57.29999924,57.81999969
2015-9-30,58.86999893,58.97000122
2015-10-1,59.5,58.86999893
2015-10-2,58.36000061,63.20000076
2015-10-5,63.47000122,63.93000031
2015-10-6,63.72000122,63.91999817
2015-10-7,64.83999634,66.27999878
2015-10-8,66.04000092,67.69999695
2015-10-9,67.69999695,68.70999908
2015-10-12,69.63999939,70.30000305
2015-10-13,69.48999786,69.68000031
2015-10-14,69.5,68.54000092
2015-10-15,69.33999634,71.77999878
2015-10-16,72.5,71.98999786
2015-10-19,71.80000305,72.65000153
2015-10-20,72.98999786,71.79000092
2015-10-21,71.79000092,69.48000336
2015-10-22,70.16000366,70.98999786
2015-10-23,73.98000336,75.62000275
2015-10-26,75.44000244,76.34999847
2015-10-27,76.34999847,79.44000244
2015-10-28,79.48000336,82.34999847
2015-10-29,81.97000122,82.22000122
2015-10-30,82.69999695,83.83000183
2015-11-2,83.51999664,84.34999847
2015-11-3,84,83.44000244
2015-11-4,84.44999695,85.40000153
2015-11-5,85.22000122,85.37999725
2015-11-6,85.52999878,83.61000061
2015-11-9,83.44000244,81.37999725
2015-11-10,81.09999847,81.43000031
2015-11-11,82.27999878,79.84999847
2015-11-12,78.98999786,78.76000214
2015-11-13,77.15000153,75.84999847
2015-11-16,75.83000183,78.30000305
2015-11-17,78.90000153,78.12999725
2015-11-18,78.25,77.69000244
2015-11-19,78.05999756,77.87000275
2015-11-20,78.44000244,79.94999695
2015-11-23,80.44999695,81.30999756
2015-11-24,80.84999847,80.86000061
2015-11-25,80.91000366,81.70999908
2015-11-27,80.56999969,81.37999725
2015-11-30,81.5,84.08000183
2015-12-1,83.76999664,84
2015-12-2,84.26999664,85
2015-12-3,85.05000305,82.58999634
2015-12-4,82.58000183,84.84999847
2015-12-7,84.80000305,84.76000214
2015-12-8,82.76999664,84.37999725
2015-12-9,84.37000275,83.41999817
2015-12-10,83.33999634,84.33000183
2015-12-11,82.84999847,79.73999786
2015-12-14,80.15000153,80.56999969
2015-12-15,81.05999756,82.48999786
2015-12-16,83.30000305,84.62999725
2015-12-17,85,83.55999756
2015-12-18,83.19999695,82.65000153
2015-12-21,83.15000153,82.87000275
2015-12-22,82.88999939,84.83999634
2015-12-23,85.05000305,84.80000305
2015-12-24,84.55999756,83.70999908
2015-12-28,82.55999756,82.13999939
2015-12-29,82.5,83.26000214
2015-12-30,82.94999695,81.68000031
2015-12-31,81.48000336,81.26999664
2016-1-4,78.18000031,76.69000244
2016-1-5,77.91999817,78.62999725
2016-1-6,77.12000275,77.33000183
2016-1-7,73.29000092,72.72000122
2016-1-8,74.33000183,70.80000305
2016-1-11,71.29000092,69.91999817
2016-1-12,71.44999695,72.68000031
2016-1-13,72.76999664,70.29000092
2016-1-14,70.29000092,72.25
2016-1-15,68.69999695,69.58999634
2016-1-19,71.94000244,70.12999725
2016-1-20,68.02500153,68.70999908
2016-1-21,68.77999878,70.72000122
2016-1-22,72.51000214,70.37000275
2016-1-25,70.80000305,69.72000122
2016-1-26,69.01000214,69.76999664
2016-1-27,69.95999908,69.54000092
2016-1-28,72.55000305,66.91999817
2016-1-29,67.98000336,67.02999878
2016-2-1,66.5,67.02999878
2016-2-2,67.05000305,65.08999634
2016-2-3,65.59999847,63.43999863
2016-2-4,64.33000183,64.86000061
2016-2-5,64.70999908,62.63999939
2016-2-8,60.90000153,61.09999847
2016-2-9,60.11000061,61.38999939
2016-2-10,61.90000153,61.77999878
2016-2-11,60.25,60.56999969
2016-2-12,61.27000046,60.88999939
2016-2-16,64.41999817,66.29000092
2016-2-17,67.30000305,66.37999725
2016-2-18,67,66.51999664
2016-2-19,66.80000305,67.27999878
2016-2-22,68.30000305,68.83999634
2016-2-23,68.5,66.97000122
2016-2-24,66.16999817,67.23000336
2016-2-25,65.66999817,66.66000366
2016-2-26,68.08999634,66.91000366
2016-2-29,67.63999939,68.80999756
2016-3-1,70.01999664,70.86000061
2016-3-2,72.04000092,71.25
2016-3-3,71.30999756,71.01999664
2016-3-4,70.95999908,72.22000122
2016-3-7,72.19999695,72.88999939
2016-3-8,72.40000153,71.06999969
2016-3-9,71.58999634,72.43000031
2016-3-10,72.5,71.97000122
2016-3-11,72.58000183,74.01000214
2016-3-14,74.01000214,73.34999847
2016-3-15,72.62000275,72.23000336
2016-3-16,72.01000214,73.5
2016-3-17,73.76000214,74.25
2016-3-18,74.97000122,76.25
2016-3-21,77.08999634,78.11000061
2016-3-22,77,78.18000031
2016-3-23,78.16000366,76.55999756
2016-3-24,75.15000153,75.86000061
2016-3-28,76.44999695,76.48000336
2016-3-29,75.59999847,78.08000183
2016-3-30,79.01000214,78.86000061
2016-3-31,78.5,79.02999878
2016-4-1,78.23999786,78.73000336
2016-4-4,78.33000183,79.08000183
2016-4-5,78.19999695,77.31999969
2016-4-6,77.30000305,78.68000031
2016-4-7,77.59999847,77.61000061
2016-4-8,78.26999664,77.47000122
2016-4-11,78.06999969,77.70999908
2016-4-12,78,77.86000061
2016-4-13,78.73999786,79.63999939
2016-4-14,79.30999756,79.61000061
2016-4-15,79.44999695,78.97000122
2016-4-18,78.51999664,79.01000214
2016-4-19,79.19999695,79.45999908
2016-4-20,79,81.20999908
2016-4-21,81.08000183,80.77999878
2016-4-22,80.12000275,79.88999939
2016-4-25,79.80000305,78.83999634
2016-4-26,78.84999847,78.61000061
2016-4-27,78.30000305,77.65000153
2016-4-28,77.65000153,76.40000153
2016-4-29,76.80999756,76.94000244
2016-5-2,76.88999939,76.61000061
2016-5-3,75.95999908,75.91000366
2016-5-4,75.63999939,75.81999969
2016-5-5,79.51999664,78.83000183
2016-5-6,78.34999847,79.19999695
2016-5-9,78.94000244,79.41000366
2016-5-10,79.79000092,79.72000122
2016-5-11,79.43000031,79.80000305
2016-5-12,80.01000214,79.16000366
2016-5-13,78.82499695,77.16000366
2016-5-16,77.86000061,79.29000092
2016-5-17,79.83000183,79.34999847
2016-5-18,78.70999908,79.02999878
2016-5-19,78.65000153,78.31999969
2016-5-20,78.31999969,78.79000092
2016-5-23,78.94999695,79
2016-5-24,79.16999817,81.12000275
2016-5-25,78.52999878,75.58999634
2016-5-26,75.58999634,78.34999847
2016-5-27,78.48999786,80.97000122
2016-5-31,81,82
2016-6-1,82,76.69000244
2016-6-2,76.65000153,77.30000305
2016-6-3,77.23999786,76.62000275
2016-6-6,77.11000061,78.05999756
2016-6-7,78.19000244,77.83999634
2016-6-8,78,77.63999939
2016-6-9,77.38999939,77.55999756
2016-6-10,76.43000031,75.91999817
2016-6-13,75.25,75.44999695
2016-6-14,76.88999939,77.76999664
2016-6-15,78.30999756,78.38999939
2016-6-16,77.83999634,78.26999664
2016-6-17,78.44999695,77
2016-6-20,77.90000153,78.15000153
2016-6-21,78.75,78.62000275
2016-6-22,79.04000092,78.73000336
2016-6-23,79.16000366,79.13999939
2016-6-24,76.83000183,76.29000092
2016-6-27,75.80000305,74.23000336
2016-6-28,75.5,76.27999878
2016-6-29,76.98000336,78.04000092
2016-6-30,78.30999756,79.52999878
2016-7-1,79.12000275,79.65000153
2016-7-5,79.04000092,78.97000122
2016-7-6,78.47000122,78.63999939
2016-7-7,79,79.34999847
2016-7-8,78.44000244,78.98999786
2016-7-11,79.33000183,81.45999908
2016-7-12,81.79000092,81.73999786
2016-7-13,81.83000183,80.56999969
2016-7-14,81.18000031,81.73999786
2016-7-15,81.77999878,81.25
2016-7-18,80.59999847,82.65000153
2016-7-19,82.48000336,82.76999664
2016-7-20,83.26999664,84.41999817
